Position Label,Beacon 1,RSS 1,Beacon 2,RSS 2,Beacon 3,RSS 3,Beacon 4,RSS 4,Beacon 5,RSS 5,Beacon 6,RSS 6,Beacon 7,RSS 7,Beacon 8,RSS 8
33,0.22,-0.696,0.12,-0.565,0.6,-0.766,0.2,-0.713,0.209,-0.679,0.14,-0.636,0.15,-0.645,0.1844,-0.572
11,0.22,-0.665,0.12,-0.646,0.6,-0.775,0.2,-0.756,0.209,-0.713,0.14,-0.677,0.15,-0.607,0.1844,-0.617
35,0.22,-0.692,0.12,-0.586,0.6,-0.744,0.2,-0.726,0.209,-0.671,0.14,-0.634,0.15,-0.642,0.1844,-0.564
38,0.22,-0.697,0.12,-0.588,0.6,-0.745,0.2,-0.713,0.209,-0.658,0.14,-0.625,0.15,-0.649,0.1844,-0.562
10,0.22,-0.659,0.12,-0.632,0.6,-0.78,0.2,-0.76,0.209,-0.715,0.14,-0.68,0.15,-0.614,0.1844,-0.626
14,0.22,-0.674,0.12,-0.632,0.6,-0.762,0.2,-0.76,0.209,-0.707,0.14,-0.663,0.15,-0.6,0.1844,-0.612
21,0.22,-0.68,0.12,-0.663,0.6,-0.779,0.2,-0.743,0.209,-0.678,0.14,-0.658,0.15,-0.63,0.1844,-0.604
11,0.22,-0.664,0.12,-0.648,0.6,-0.775,0.2,-0.754,0.209,-0.711,0.14,-0.681,0.15,-0.611,0.1844,-0.629
3,0.22,-0.66,0.12,-0.647,0.6,-0.784,0.2,-0.776,0.209,-0.691,0.14,-0.691,0.15,-0.587,0.1844,-0.626
25,0.22,-0.687,0.12,-0.606,0.6,-0.748,0.2,-0.757,0.209,-0.689,0.14,-0.64,0.15,-0.637,0.1844,-0.6
3,0.22,-0.654,0.12,-0.648,0.6,-0.783,0.2,-0.778,0.209,-0.692,0.14,-0.689,0.15,-0.582,0.1844,-0.626
24,0.22,-0.676,0.12,-0.645,0.6,-0.75,0.2,-0.766,0.209,-0.693,0.14,-0.641,0.15,-0.63,0.1844,-0.606
25,0.22,-0.677,0.12,-0.646,0.6,-0.749,0.2,-0.768,0.209,-0.693,0.14,-0.639,0.15,-0.631,0.1844,-0.606
20,0.22,-0.685,0.12,-0.654,0.6,-0.785,0.2,-0.752,0.209,-0.682,0.14,-0.662,0.15,-0.644,0.1844,-0.603
8,0.22,-0.662,0.12,-0.626,0.6,-0.785,0.2,-0.763,0.209,-0.719,0.14,-0.685,0.15,-0.611,0.1844,-0.625
6,0.22,-0.649,0.12,-0.657,0.6,-0.786,0.2,-0.771,0.209,-0.702,0.14,-0.66,0.15,-0.585,0.1844,-0.621
27,0.22,-0.694,0.12,-0.62,0.6,-0.753,0.2,-0.759,0.209,-0.676,0.14,-0.645,0.15,-0.624,0.1844,-0.606
4,0.22,-0.648,0.12,-0.653,0.6,-0.783,0.2,-0.779,0.209,-0.696,0.14,-0.672,0.15,-0.581,0.1844,-0.628
25,0.22,-0.678,0.12,-0.621,0.6,-0.747,0.2,-0.765,0.209,-0.69,0.14,-0.637,0.15,-0.632,0.1844,-0.604
29,0.22,-0.695,0.12,-0.494,0.6,-0.759,0.2,-0.744,0.209,-0.683,0.14,-0.625,0.15,-0.624,0.1844,-0.6
28,0.22,-0.701,0.12,-0.509,0.6,-0.758,0.2,-0.746,0.209,-0.681,0.14,-0.635,0.15,-0.624,0.1844,-0.608
35,0.22,-0.691,0.12,-0.582,0.6,-0.743,0.2,-0.726,0.209,-0.671,0.14,-0.634,0.15,-0.641,0.1844,-0.564
2,0.22,-0.668,0.12,-0.642,0.6,-0.779,0.2,-0.782,0.209,-0.683,0.14,-0.698,0.15,-0.59,0.1844,-0.629
32,0.22,-0.698,0.12,-0.559,0.6,-0.765,0.2,-0.718,0.209,-0.682,0.14,-0.636,0.15,-0.639,0.1844,-0.574
31,0.22,-0.697,0.12,-0.525,0.6,-0.759,0.2,-0.727,0.209,-0.682,0.14,-0.622,0.15,-0.64,0.1844,-0.576
4,0.22,-0.647,0.12,-0.652,0.6,-0.783,0.2,-0.779,0.209,-0.695,0.14,-0.672,0.15,-0.581,0.1844,-0.627
13,0.22,-0.671,0.12,-0.624,0.6,-0.765,0.2,-0.749,0.209,-0.724,0.14,-0.674,0.15,-0.599,0.1844,-0.617
13,0.22,-0.667,0.12,-0.625,0.6,-0.768,0.2,-0.749,0.209,-0.727,0.14,-0.675,0.15,-0.598,0.1844,-0.62
17,0.22,-0.67,0.12,-0.616,0.6,-0.772,0.2,-0.753,0.209,-0.693,0.14,-0.663,0.15,-0.618,0.1844,-0.613
22,0.22,-0.685,0.12,-0.665,0.6,-0.771,0.2,-0.755,0.209,-0.674,0.14,-0.648,0.15,-0.629,0.1844,-0.615
29,0.22,-0.696,0.12,-0.528,0.6,-0.762,0.2,-0.748,0.209,-0.689,0.14,-0.618,0.15,-0.635,0.1844,-0.587
39,0.22,-0.703,0.12,-0.6,0.6,-0.752,0.2,-0.719,0.209,-0.659,0.14,-0.633,0.15,-0.652,0.1844,-0.57
15,0.22,-0.674,0.12,-0.631,0.6,-0.77,0.2,-0.762,0.209,-0.709,0.14,-0.675,0.15,-0.603,0.1844,-0.622
33,0.22,-0.685,0.12,-0.566,0.6,-0.754,0.2,-0.713,0.209,-0.669,0.14,-0.645,0.15,-0.642,0.1844,-0.56
13,0.22,-0.672,0.12,-0.624,0.6,-0.764,0.2,-0.75,0.209,-0.72,0.14,-0.67,0.15,-0.599,0.1844,-0.616
2,0.22,-0.666,0.12,-0.632,0.6,-0.773,0.2,-0.808,0.209,-0.687,0.14,-0.667,0.15,-0.598,0.1844,-0.633
20,0.22,-0.686,0.12,-0.655,0.6,-0.786,0.2,-0.754,0.209,-0.68,0.14,-0.662,0.15,-0.649,0.1844,-0.601
19,0.22,-0.671,0.12,-0.631,0.6,-0.764,0.2,-0.749,0.209,-0.685,0.14,-0.653,0.15,-0.61,0.1844,-0.6
12,0.22,-0.661,0.12,-0.646,0.6,-0.77,0.2,-0.753,0.209,-0.724,0.14,-0.675,0.15,-0.604,0.1844,-0.621
26,0.22,-0.686,0.12,-0.603,0.6,-0.752,0.2,-0.756,0.209,-0.69,0.14,-0.646,0.15,-0.642,0.1844,-0.601
24,0.22,-0.676,0.12,-0.644,0.6,-0.752,0.2,-0.762,0.209,-0.692,0.14,-0.641,0.15,-0.629,0.1844,-0.607
35,0.22,-0.692,0.12,-0.581,0.6,-0.743,0.2,-0.725,0.209,-0.671,0.14,-0.634,0.15,-0.641,0.1844,-0.565
9,0.22,-0.656,0.12,-0.62,0.6,-0.78,0.2,-0.765,0.209,-0.721,0.14,-0.687,0.15,-0.615,0.1844,-0.625
33,0.22,-0.693,0.12,-0.559,0.6,-0.762,0.2,-0.712,0.209,-0.675,0.14,-0.639,0.15,-0.644,0.1844,-0.569
7,0.22,-0.655,0.12,-0.653,0.6,-0.795,0.2,-0.761,0.209,-0.704,0.14,-0.676,0.15,-0.594,0.1844,-0.625
34,0.22,-0.684,0.12,-0.549,0.6,-0.748,0.2,-0.702,0.209,-0.668,0.14,-0.642,0.15,-0.639,0.1844,-0.56
27,0.22,-0.687,0.12,-0.606,0.6,-0.742,0.2,-0.749,0.209,-0.677,0.14,-0.646,0.15,-0.627,0.1844,-0.606
30,0.22,-0.698,0.12,-0.533,0.6,-0.762,0.2,-0.732,0.209,-0.685,0.14,-0.622,0.15,-0.638,0.1844,-0.583
6,0.22,-0.648,0.12,-0.658,0.6,-0.786,0.2,-0.772,0.209,-0.702,0.14,-0.659,0.15,-0.585,0.1844,-0.621
23,0.22,-0.682,0.12,-0.639,0.6,-0.76,0.2,-0.761,0.209,-0.686,0.14,-0.642,0.15,-0.631,0.1844,-0.613
17,0.22,-0.673,0.12,-0.626,0.6,-0.772,0.2,-0.752,0.209,-0.698,0.14,-0.656,0.15,-0.619,0.1844,-0.607
7,0.22,-0.666,0.12,-0.651,0.6,-0.794,0.2,-0.761,0.209,-0.708,0.14,-0.679,0.15,-0.598,0.1844,-0.628
14,0.22,-0.68,0.12,-0.631,0.6,-0.762,0.2,-0.754,0.209,-0.704,0.14,-0.668,0.15,-0.605,0.1844,-0.61
32,0.22,-0.7,0.12,-0.549,0.6,-0.765,0.2,-0.723,0.209,-0.69,0.14,-0.632,0.15,-0.638,0.1844,-0.576
11,0.22,-0.663,0.12,-0.645,0.6,-0.777,0.2,-0.755,0.209,-0.709,0.14,-0.679,0.15,-0.612,0.1844,-0.632
10,0.22,-0.663,0.12,-0.644,0.6,-0.777,0.2,-0.755,0.209,-0.71,0.14,-0.679,0.15,-0.611,0.1844,-0.632
17,0.22,-0.67,0.12,-0.617,0.6,-0.772,0.2,-0.752,0.209,-0.693,0.14,-0.663,0.15,-0.618,0.1844,-0.613
23,0.22,-0.675,0.12,-0.643,0.6,-0.758,0.2,-0.757,0.209,-0.688,0.14,-0.642,0.15,-0.629,0.1844,-0.609
11,0.22,-0.664,0.12,-0.646,0.6,-0.776,0.2,-0.754,0.209,-0.71,0.14,-0.678,0.15,-0.609,0.1844,-0.625
5,0.22,-0.645,0.12,-0.663,0.6,-0.781,0.2,-0.773,0.209,-0.705,0.14,-0.665,0.15,-0.587,0.1844,-0.63
4,0.22,-0.647,0.12,-0.652,0.6,-0.783,0.2,-0.779,0.209,-0.696,0.14,-0.672,0.15,-0.581,0.1844,-0.628
17,0.22,-0.675,0.12,-0.628,0.6,-0.773,0.2,-0.752,0.209,-0.704,0.14,-0.654,0.15,-0.622,0.1844,-0.604
39,0.22,-0.7,0.12,-0.597,0.6,-0.749,0.2,-0.717,0.209,-0.657,0.14,-0.632,0.15,-0.651,0.1844,-0.57
7,0.22,-0.652,0.12,-0.653,0.6,-0.794,0.2,-0.763,0.209,-0.705,0.14,-0.674,0.15,-0.594,0.1844,-0.624
10,0.22,-0.658,0.12,-0.626,0.6,-0.781,0.2,-0.762,0.209,-0.716,0.14,-0.685,0.15,-0.615,0.1844,-0.622
32,0.22,-0.696,0.12,-0.563,0.6,-0.766,0.2,-0.715,0.209,-0.681,0.14,-0.638,0.15,-0.644,0.1844,-0.573
31,0.22,-0.703,0.12,-0.532,0.6,-0.762,0.2,-0.726,0.209,-0.686,0.14,-0.627,0.15,-0.641,0.1844,-0.576
15,0.22,-0.674,0.12,-0.631,0.6,-0.769,0.2,-0.762,0.209,-0.71,0.14,-0.673,0.15,-0.603,0.1844,-0.622
31,0.22,-0.709,0.12,-0.542,0.6,-0.766,0.2,-0.727,0.209,-0.69,0.14,-0.631,0.15,-0.638,0.1844,-0.578
38,0.22,-0.699,0.12,-0.581,0.6,-0.743,0.2,-0.71,0.209,-0.659,0.14,-0.622,0.15,-0.653,0.1844,-0.559
0,0.22,-0.611,0.12,-0.558,0.6,-0.75,0.2,-0.749,0.209,-0.671,0.14,-0.608,0.15,-0.549,0.1844,-0.624
1,0.22,-0.65,0.12,-0.607,0.6,-0.765,0.2,-0.792,0.209,-0.685,0.14,-0.651,0.15,-0.572,0.1844,-0.636
1,0.22,-0.659,0.12,-0.622,0.6,-0.771,0.2,-0.803,0.209,-0.686,0.14,-0.654,0.15,-0.589,0.1844,-0.633
30,0.22,-0.695,0.12,-0.516,0.6,-0.763,0.2,-0.738,0.209,-0.685,0.14,-0.617,0.15,-0.634,0.1844,-0.582
26,0.22,-0.685,0.12,-0.597,0.6,-0.742,0.2,-0.746,0.209,-0.684,0.14,-0.647,0.15,-0.638,0.1844,-0.61
22,0.22,-0.687,0.12,-0.666,0.6,-0.768,0.2,-0.759,0.209,-0.681,0.14,-0.649,0.15,-0.628,0.1844,-0.617
39,0.22,-0.696,0.12,-0.591,0.6,-0.745,0.2,-0.718,0.209,-0.657,0.14,-0.633,0.15,-0.649,0.1844,-0.57
19,0.22,-0.678,0.12,-0.64,0.6,-0.775,0.2,-0.746,0.209,-0.685,0.14,-0.662,0.15,-0.623,0.1844,-0.609
32,0.22,-0.698,0.12,-0.554,0.6,-0.766,0.2,-0.721,0.209,-0.685,0.14,-0.635,0.15,-0.641,0.1844,-0.575
0,0.22,-0.597,0.12,-0.558,0.6,-0.743,0.2,-0.738,0.209,-0.661,0.14,-0.6,0.15,-0.536,0.1844,-0.605
30,0.22,-0.696,0.12,-0.521,0.6,-0.761,0.2,-0.748,0.209,-0.688,0.14,-0.619,0.15,-0.636,0.1844,-0.584
18,0.22,-0.675,0.12,-0.63,0.6,-0.771,0.2,-0.753,0.209,-0.703,0.14,-0.654,0.15,-0.621,0.1844,-0.603
3,0.22,-0.653,0.12,-0.649,0.6,-0.782,0.2,-0.778,0.209,-0.693,0.14,-0.687,0.15,-0.58,0.1844,-0.625
19,0.22,-0.675,0.12,-0.635,0.6,-0.768,0.2,-0.747,0.209,-0.684,0.14,-0.656,0.15,-0.615,0.1844,-0.606
39,0.22,-0.696,0.12,-0.592,0.6,-0.746,0.2,-0.718,0.209,-0.657,0.14,-0.633,0.15,-0.65,0.1844,-0.57
35,0.22,-0.694,0.12,-0.591,0.6,-0.749,0.2,-0.729,0.209,-0.669,0.14,-0.631,0.15,-0.642,0.1844,-0.56
30,0.22,-0.696,0.12,-0.521,0.6,-0.763,0.2,-0.734,0.209,-0.686,0.14,-0.62,0.15,-0.635,0.1844,-0.582
21,0.22,-0.678,0.12,-0.66,0.6,-0.781,0.2,-0.746,0.209,-0.679,0.14,-0.656,0.15,-0.638,0.1844,-0.603
29,0.22,-0.696,0.12,-0.526,0.6,-0.762,0.2,-0.747,0.209,-0.689,0.14,-0.618,0.15,-0.634,0.1844,-0.587
16,0.22,-0.669,0.12,-0.619,0.6,-0.774,0.2,-0.759,0.209,-0.692,0.14,-0.682,0.15,-0.612,0.1844,-0.618
34,0.22,-0.69,0.12,-0.564,0.6,-0.747,0.2,-0.72,0.209,-0.672,0.14,-0.641,0.15,-0.641,0.1844,-0.567
34,0.22,-0.682,0.12,-0.559,0.6,-0.75,0.2,-0.697,0.209,-0.665,0.14,-0.644,0.15,-0.639,0.1844,-0.559
26,0.22,-0.686,0.12,-0.591,0.6,-0.75,0.2,-0.753,0.209,-0.691,0.14,-0.646,0.15,-0.642,0.1844,-0.601
30,0.22,-0.697,0.12,-0.529,0.6,-0.762,0.2,-0.733,0.209,-0.686,0.14,-0.622,0.15,-0.637,0.1844,-0.583
5,0.22,-0.648,0.12,-0.661,0.6,-0.783,0.2,-0.775,0.209,-0.703,0.14,-0.658,0.15,-0.587,0.1844,-0.622
10,0.22,-0.662,0.12,-0.638,0.6,-0.779,0.2,-0.759,0.209,-0.715,0.14,-0.681,0.15,-0.616,0.1844,-0.63
19,0.22,-0.674,0.12,-0.634,0.6,-0.767,0.2,-0.748,0.209,-0.684,0.14,-0.655,0.15,-0.615,0.1844,-0.605
38,0.22,-0.7,0.12,-0.583,0.6,-0.744,0.2,-0.711,0.209,-0.66,0.14,-0.623,0.15,-0.654,0.1844,-0.558
37,0.22,-0.702,0.12,-0.578,0.6,-0.747,0.2,-0.719,0.209,-0.663,0.14,-0.629,0.15,-0.652,0.1844,-0.556
12,0.22,-0.662,0.12,-0.647,0.6,-0.769,0.2,-0.753,0.209,-0.724,0.14,-0.675,0.15,-0.604,0.1844,-0.621
10,0.22,-0.66,0.12,-0.635,0.6,-0.779,0.2,-0.76,0.209,-0.715,0.14,-0.68,0.15,-0.615,0.1844,-0.628
30,0.22,-0.695,0.12,-0.517,0.6,-0.762,0.2,-0.736,0.209,-0.685,0.14,-0.618,0.15,-0.634,0.1844,-0.582
15,0.22,-0.673,0.12,-0.631,0.6,-0.769,0.2,-0.763,0.209,-0.71,0.14,-0.671,0.15,-0.602,0.1844,-0.622
4,0.22,-0.647,0.12,-0.662,0.6,-0.783,0.2,-0.776,0.209,-0.708,0.14,-0.671,0.15,-0.589,0.1844,-0.632
4,0.22,-0.648,0.12,-0.664,0.6,-0.783,0.2,-0.776,0.209,-0.71,0.14,-0.671,0.15,-0.59,0.1844,-0.635
22,0.22,-0.683,0.12,-0.665,0.6,-0.774,0.2,-0.752,0.209,-0.673,0.14,-0.649,0.15,-0.63,0.1844,-0.612
20,0.22,-0.685,0.12,-0.652,0.6,-0.784,0.2,-0.749,0.209,-0.683,0.14,-0.665,0.15,-0.638,0.1844,-0.605
8,0.22,-0.664,0.12,-0.634,0.6,-0.783,0.2,-0.761,0.209,-0.712,0.14,-0.677,0.15,-0.604,0.1844,-0.625
13,0.22,-0.672,0.12,-0.625,0.6,-0.763,0.2,-0.751,0.209,-0.719,0.14,-0.67,0.15,-0.602,0.1844,-0.616
35,0.22,-0.693,0.12,-0.574,0.6,-0.744,0.2,-0.724,0.209,-0.674,0.14,-0.638,0.15,-0.641,0.1844,-0.571
11,0.22,-0.663,0.12,-0.646,0.6,-0.776,0.2,-0.755,0.209,-0.71,0.14,-0.677,0.15,-0.612,0.1844,-0.632
4,0.22,-0.646,0.12,-0.657,0.6,-0.782,0.2,-0.777,0.209,-0.701,0.14,-0.672,0.15,-0.583,0.1844,-0.632
6,0.22,-0.648,0.12,-0.661,0.6,-0.783,0.2,-0.775,0.209,-0.704,0.14,-0.658,0.15,-0.588,0.1844,-0.622
31,0.22,-0.704,0.12,-0.534,0.6,-0.763,0.2,-0.726,0.209,-0.686,0.14,-0.628,0.15,-0.641,0.1844,-0.575
16,0.22,-0.672,0.12,-0.621,0.6,-0.773,0.2,-0.759,0.209,-0.693,0.14,-0.682,0.15,-0.611,0.1844,-0.619
39,0.22,-0.696,0.12,-0.597,0.6,-0.745,0.2,-0.719,0.209,-0.657,0.14,-0.633,0.15,-0.65,0.1844,-0.569
28,0.22,-0.701,0.12,-0.506,0.6,-0.758,0.2,-0.747,0.209,-0.68,0.14,-0.635,0.15,-0.623,0.1844,-0.607
24,0.22,-0.676,0.12,-0.645,0.6,-0.749,0.2,-0.767,0.209,-0.692,0.14,-0.64,0.15,-0.631,0.1844,-0.606
7,0.22,-0.663,0.12,-0.651,0.6,-0.794,0.2,-0.758,0.209,-0.706,0.14,-0.678,0.15,-0.596,0.1844,-0.627
39,0.22,-0.697,0.12,-0.594,0.6,-0.746,0.2,-0.716,0.209,-0.656,0.14,-0.632,0.15,-0.649,0.1844,-0.569
22,0.22,-0.684,0.12,-0.663,0.6,-0.776,0.2,-0.749,0.209,-0.671,0.14,-0.653,0.15,-0.629,0.1844,-0.609
17,0.22,-0.668,0.12,-0.618,0.6,-0.772,0.2,-0.751,0.209,-0.691,0.14,-0.661,0.15,-0.617,0.1844,-0.611
20,0.22,-0.688,0.12,-0.658,0.6,-0.791,0.2,-0.759,0.209,-0.68,0.14,-0.663,0.15,-0.652,0.1844,-0.6
18,0.22,-0.674,0.12,-0.629,0.6,-0.765,0.2,-0.753,0.209,-0.696,0.14,-0.65,0.15,-0.617,0.1844,-0.602
37,0.22,-0.7,0.12,-0.581,0.6,-0.746,0.2,-0.716,0.209,-0.664,0.14,-0.626,0.15,-0.654,0.1844,-0.556
0,0.22,-0.631,0.12,-0.568,0.6,-0.763,0.2,-0.776,0.209,-0.683,0.14,-0.625,0.15,-0.562,0.1844,-0.646
20,0.22,-0.68,0.12,-0.644,0.6,-0.78,0.2,-0.745,0.209,-0.684,0.14,-0.662,0.15,-0.628,0.1844,-0.608
16,0.22,-0.668,0.12,-0.62,0.6,-0.774,0.2,-0.758,0.209,-0.692,0.14,-0.682,0.15,-0.612,0.1844,-0.617
7,0.22,-0.656,0.12,-0.653,0.6,-0.795,0.2,-0.761,0.209,-0.704,0.14,-0.676,0.15,-0.594,0.1844,-0.625
17,0.22,-0.674,0.12,-0.627,0.6,-0.772,0.2,-0.752,0.209,-0.699,0.14,-0.655,0.15,-0.619,0.1844,-0.606
19,0.22,-0.678,0.12,-0.64,0.6,-0.775,0.2,-0.746,0.209,-0.685,0.14,-0.66,0.15,-0.622,0.1844,-0.609
32,0.22,-0.699,0.12,-0.554,0.6,-0.766,0.2,-0.722,0.209,-0.687,0.14,-0.633,0.15,-0.64,0.1844,-0.576
29,0.22,-0.696,0.12,-0.523,0.6,-0.762,0.2,-0.746,0.209,-0.688,0.14,-0.618,0.15,-0.633,0.1844,-0.587
6,0.22,-0.648,0.12,-0.659,0.6,-0.785,0.2,-0.774,0.209,-0.701,0.14,-0.659,0.15,-0.587,0.1844,-0.622
14,0.22,-0.674,0.12,-0.634,0.6,-0.765,0.2,-0.767,0.209,-0.717,0.14,-0.666,0.15,-0.601,0.1844,-0.621
36,0.22,-0.696,0.12,-0.583,0.6,-0.752,0.2,-0.731,0.209,-0.666,0.14,-0.631,0.15,-0.644,0.1844,-0.557
7,0.22,-0.661,0.12,-0.651,0.6,-0.795,0.2,-0.758,0.209,-0.706,0.14,-0.678,0.15,-0.596,0.1844,-0.626
36,0.22,-0.696,0.12,-0.578,0.6,-0.752,0.2,-0.73,0.209,-0.664,0.14,-0.631,0.15,-0.645,0.1844,-0.556
5,0.22,-0.646,0.12,-0.66,0.6,-0.781,0.2,-0.775,0.209,-0.702,0.14,-0.658,0.15,-0.587,0.1844,-0.623
26,0.22,-0.681,0.12,-0.593,0.6,-0.749,0.2,-0.749,0.209,-0.691,0.14,-0.648,0.15,-0.642,0.1844,-0.602
16,0.22,-0.67,0.12,-0.619,0.6,-0.773,0.2,-0.757,0.209,-0.693,0.14,-0.67,0.15,-0.616,0.1844,-0.618
6,0.22,-0.651,0.12,-0.656,0.6,-0.792,0.2,-0.767,0.209,-0.703,0.14,-0.67,0.15,-0.592,0.1844,-0.623
20,0.22,-0.685,0.12,-0.651,0.6,-0.784,0.2,-0.749,0.209,-0.683,0.14,-0.664,0.15,-0.637,0.1844,-0.604
4,0.22,-0.647,0.12,-0.662,0.6,-0.783,0.2,-0.776,0.209,-0.708,0.14,-0.671,0.15,-0.588,0.1844,-0.632
22,0.22,-0.684,0.12,-0.665,0.6,-0.774,0.2,-0.753,0.209,-0.673,0.14,-0.649,0.15,-0.63,0.1844,-0.612
36,0.22,-0.696,0.12,-0.581,0.6,-0.75,0.2,-0.729,0.209,-0.665,0.14,-0.633,0.15,-0.645,0.1844,-0.556
39,0.22,-0.697,0.12,-0.593,0.6,-0.746,0.2,-0.716,0.209,-0.656,0.14,-0.633,0.15,-0.649,0.1844,-0.569
35,0.22,-0.692,0.12,-0.585,0.6,-0.744,0.2,-0.726,0.209,-0.671,0.14,-0.634,0.15,-0.641,0.1844,-0.564
35,0.22,-0.692,0.12,-0.579,0.6,-0.744,0.2,-0.724,0.209,-0.672,0.14,-0.634,0.15,-0.641,0.1844,-0.566
9,0.22,-0.658,0.12,-0.626,0.6,-0.779,0.2,-0.762,0.209,-0.717,0.14,-0.686,0.15,-0.615,0.1844,-0.623
8,0.22,-0.667,0.12,-0.645,0.6,-0.785,0.2,-0.76,0.209,-0.709,0.14,-0.68,0.15,-0.601,0.1844,-0.627
9,0.22,-0.655,0.12,-0.621,0.6,-0.779,0.2,-0.763,0.209,-0.72,0.14,-0.686,0.15,-0.615,0.1844,-0.623
28,0.22,-0.698,0.12,-0.571,0.6,-0.757,0.2,-0.756,0.209,-0.677,0.14,-0.638,0.15,-0.623,0.1844,-0.606
37,0.22,-0.702,0.12,-0.578,0.6,-0.747,0.2,-0.719,0.209,-0.663,0.14,-0.629,0.15,-0.652,0.1844,-0.556
0,0.22,-0.612,0.12,-0.556,0.6,-0.751,0.2,-0.745,0.209,-0.667,0.14,-0.603,0.15,-0.549,0.1844,-0.615
1,0.22,-0.656,0.12,-0.616,0.6,-0.767,0.2,-0.802,0.209,-0.686,0.14,-0.656,0.15,-0.582,0.1844,-0.63
10,0.22,-0.663,0.12,-0.643,0.6,-0.777,0.2,-0.755,0.209,-0.71,0.14,-0.678,0.15,-0.611,0.1844,-0.632
11,0.22,-0.665,0.12,-0.648,0.6,-0.775,0.2,-0.757,0.209,-0.715,0.14,-0.678,0.15,-0.609,0.1844,-0.618
12,0.22,-0.663,0.12,-0.651,0.6,-0.773,0.2,-0.753,0.209,-0.734,0.14,-0.68,0.15,-0.598,0.1844,-0.625
6,0.22,-0.648,0.12,-0.657,0.6,-0.786,0.2,-0.771,0.209,-0.701,0.14,-0.66,0.15,-0.585,0.1844,-0.62
31,0.22,-0.699,0.12,-0.529,0.6,-0.76,0.2,-0.727,0.209,-0.683,0.14,-0.624,0.15,-0.639,0.1844,-0.576
2,0.22,-0.662,0.12,-0.635,0.6,-0.771,0.2,-0.794,0.209,-0.682,0.14,-0.68,0.15,-0.591,0.1844,-0.626
27,0.22,-0.687,0.12,-0.604,0.6,-0.742,0.2,-0.747,0.209,-0.679,0.14,-0.647,0.15,-0.63,0.1844,-0.607
29,0.22,-0.696,0.12,-0.529,0.6,-0.763,0.2,-0.748,0.209,-0.69,0.14,-0.618,0.15,-0.635,0.1844,-0.586
16,0.22,-0.672,0.12,-0.616,0.6,-0.772,0.2,-0.758,0.209,-0.693,0.14,-0.669,0.15,-0.618,0.1844,-0.619
22,0.22,-0.686,0.12,-0.665,0.6,-0.768,0.2,-0.758,0.209,-0.68,0.14,-0.649,0.15,-0.628,0.1844,-0.615
